CNES;UNIDADE;COD INT;Procedimento/Grupo;SUB_ITEM_CODIGO;SUB_ITEM_DESCRICAO;TIPO;REGULADO;VALORES
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174061;DOSAGEM DE FOSFORO (0174061);FINANCEIRO;Não;1,85
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174030;DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA (0174030);FINANCEIRO;Não;2,01
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174380;DOSAGEM DE FRUTOSE (0174380);FINANCEIRO;Não;2,01
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174483;DOSAGEM DE FRUTOSE NO ESPERMA (0174483);FINANCEIRO;Não;2,01
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174031;DOSAGEM DE GALACTOSE (0174031);FINANCEIRO;Não;3,51
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174062;DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT) (0174062);FINANCEIRO;Não;3,51
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174280;DOSAGEM DE GASTRINA (0174280);FINANCEIRO;Não;14,15
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174063;DOSAGEM DE GLICOSE (0174063);FINANCEIRO;Não;1,85
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174032;DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE (0174032);FINANCEIRO;Não;3,68
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174484;DOSAGEM DE GLICOSE NO LIQUIDO SINOVIAL E DERRAMES (0174484);FINANCEIRO;Não;1,89
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174281;DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA (0174281);FINANCEIRO;Não;15,35
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174305;DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG) (0174305);FINANCEIRO;Não;7,85
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174218;DOSAGEM DE GORDURA FECAL (0174218);FINANCEIRO;Não;3,04
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174033;DOSAGEM DE HAPTOGLOBINA (0174033);FINANCEIRO;Não;3,68
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174122;DOSAGEM DE HEMOGLOBINA (0174122);FINANCEIRO;Não;1,53
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174111;DOSAGEM DE HEMOGLOBINA FETAL (0174111);FINANCEIRO;Não;2,73
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174064;DOSAGEM DE HEMOGLOBINA GLICOSILADA (0174064);FINANCEIRO;Não;7,86
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174110;DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC (0174110);FINANCEIRO;Não;2,73
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174112;DOSAGEM DE HEMOSSIDERINA (0174112);FINANCEIRO;Não;2,73
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174034;DOSAGEM DE HIDROXIPROLINA (0174034);FINANCEIRO;Não;3,68
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174282;DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH) (0174282);FINANCEIRO;Não;10,21
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174306;DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH) (0174306);FINANCEIRO;Não;7,89
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174307;DOSAGEM DE HORMONIO LUTEINIZANTE (LH) (0174307);FINANCEIRO;Não;8,97
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174308;DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH) (0174308);FINANCEIRO;Não;8,96
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174182;DOSAGEM DE IMUNOGLOBULINA A (IGA) (0174182);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174168;DOSAGEM DE IMUNOGLOBULINA E (IGE) (0174168);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174183;DOSAGEM DE IMUNOGLOBULINA M (IGM) (0174183);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174169;DOSAGEM DE INIBIDOR DE C1-ESTERASE (0174169);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174283;DOSAGEM DE INSULINA (0174283);FINANCEIRO;Não;10,17
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174035;DOSAGEM DE ISOMERASE-FOSFOHEXOSE (0174035);FINANCEIRO;Não;3,51
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174036;DOSAGEM DE LACTATO (0174036);FINANCEIRO;Não;3,68
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174037;DOSAGEM DE LEUCINO-AMINOPEPTIDASE (0174037);FINANCEIRO;Não;3,51
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174038;DOSAGEM DE LIPASE (0174038);FINANCEIRO;Não;2,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174387;DOSAGEM DE LITIO (0174387);FINANCEIRO;Não;2,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174065;DOSAGEM DE MAGNESIO (0174065);FINANCEIRO;Não;2,01
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174468;DOSAGEM DE MERCURIO (0174468);FINANCEIRO;Não;2,04
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174470;DOSAGEM DE METABOLITOS DA COCAINA (0174470);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174469;DOSAGEM DE META-HEMOGLOBINA (0174469);FINANCEIRO;Não;4,11
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174471;DOSAGEM DE METOTREXATO (0174471);FINANCEIRO;Não;10
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174240;DOSAGEM DE MICROALBUMINA NA URINA (0174240);FINANCEIRO;Não;8,12
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174066;DOSAGEM DE MUCO-PROTEINAS (0174066);FINANCEIRO;Não;2,01
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174241;DOSAGEM DE OXALATO (0174241);FINANCEIRO;Não;3,68
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174265;DOSAGEM DE PARATORMONIO (0174265);FINANCEIRO;Não;43,13
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174284;DOSAGEM DE PEPTIDEO C (0174284);FINANCEIRO;Não;15,35
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174039;DOSAGEM DE PIRUVATO (0174039);FINANCEIRO;Não;3,68
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174099;DOSAGEM DE PLASMINOGENIO (0174099);FINANCEIRO;Não;4,11
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174040;DOSAGEM DE PORFIRINAS (0174040);FINANCEIRO;Não;3,51
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174067;DOSAGEM DE POTASSIO (0174067);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174285;DOSAGEM DE PROGESTERONA (0174285);FINANCEIRO;Não;1,85
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174286;DOSAGEM DE PROLACTINA (0174286);FINANCEIRO;Não;10,22
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174186;DOSAGEM DE PROTEINA C REATIVA (0174186);FINANCEIRO;Não;10,15
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174485;DOSAGEM DE PROTEINAS NO LIQUIDO SINOVIAL E DERRAMES (0174485);FINANCEIRO;Não;2,83
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174068;DOSAGEM DE PROTEINAS TOTAIS (0174068);FINANCEIRO;Não;1,89
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174069;DOSAGEM DE PROTEINAS TOTAIS E FRACOES (0174069);FINANCEIRO;Não;1,4
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174242;DOSAGEM DE PROTEINAS (URINA DE 24 HORAS) (0174242);FINANCEIRO;Não;1,85
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174472;DOSAGEM DE QUINIDINA (0174472);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174287;DOSAGEM DE RENINA (0174287);FINANCEIRO;Não;2,04
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174473;DOSAGEM DE SALICILATOS (0174473);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174070;DOSAGEM DE SODIO (0174070);FINANCEIRO;Não;13,19
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174288;DOSAGEM DE SOMATOMEDINA C (IGF1) (0174288);FINANCEIRO;Não;1,85
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174289;DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS) (0174289);FINANCEIRO;Não;15,35
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174474;DOSAGEM DE SULFATOS (0174474);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174475;DOSAGEM DE TEOFILINA (0174475);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174290;DOSAGEM DE TESTOSTERONA (0174290);FINANCEIRO;Não;13,11
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174291;DOSAGEM DE TESTOSTERONA LIVRE (0174291);FINANCEIRO;Não;10,43
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174476;DOSAGEM DE TIOCIANATO (0174476);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174292;DOSAGEM DE TIREOGLOBULINA (0174292);FINANCEIRO;Não;13,11
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174293;DOSAGEM DE TIROXINA LIVRE (T4 LIVRE) (0174293);FINANCEIRO;Não;15,35
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174309;DOSAGEM DE TIROXINA (T4) (0174309);FINANCEIRO;Não;11,6
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174071;DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO) (0174071);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174072;DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP) (0174072);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174041;DOSAGEM DE TRANSFERRINA (0174041);FINANCEIRO;Não;8,76
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174073;DOSAGEM DE TRIGLICERIDEOS (0174073);FINANCEIRO;Não;3,51
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174310;DOSAGEM DE TRIIODOTIRONINA (T3) (0174310);FINANCEIRO;Não;8,71
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174042;DOSAGEM DE TRIPTOFANO (0174042);FINANCEIRO;Não;3,51
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174074;DOSAGEM DE UREIA (0174074);FINANCEIRO;Não;1,85
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174043;DOSAGEM DE VITAMINA B12 (0174043);FINANCEIRO;Não;15,24
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174378;DOSAGEM DE VITAMINA D (0174378);FINANCEIRO;Não;15,24
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174381;DOSAGEM DE ZINCO (0174381);FINANCEIRO;Não;15,65
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174399;DOSAGEM DO ANTIGENO CA 125 (0174399);FINANCEIRO;Não;13,35
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174243;DOSAGEM E/OU FRACIONAMENTO DE ACIDOS ORGANICOS (0174243);FINANCEIRO;Não;3,04
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174113;ELETROFORESE DE HEMOGLOBINA (0174113);FINANCEIRO;Não;5,41
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174044;ELETROFORESE DE LIPOPROTEINAS (0174044);FINANCEIRO;Não;3,68
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174045;ELETROFORESE DE PROTEINAS (0174045);FINANCEIRO;Não;4,42
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174342;ELETROFORESE DE PROTEINAS C/ CONCENTRACAO NO LIQUOR (0174342);FINANCEIRO;Não;5,23
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174123;ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO) (0174123);FINANCEIRO;Não;2,73
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174487;ESPECTROFOTOMETRIA NO LIQUIDO AMNIOTICO (0174487);FINANCEIRO;Não;6,56
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174389;ESPERMOGRAMA (0174389);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174334;ESPLENOGRAMA (0174334);FINANCEIRO;Não;5,79
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174219;EXAME COPROLOGICO FUNCIONAL (0174219);FINANCEIRO;Não;3,04
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174335;EXAME DE CARACTERES FISICOS CONTAGEM GLOBAL E ESPECIFICA DE CELUL (0174335);FINANCEIRO;Não;1,89
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174538;EXAME LABORATORIAL PARA DOENÇA DE GAUCHER I (0174538);FINANCEIRO;Não;80
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174439;EXAME LABORATORIAL PARA DOENÇA DE GAUCHER II (0174439);FINANCEIRO;Não;120
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174331;EXAME MICROBIOLOGICO A FRESCO (DIRETO) (0174331);FINANCEIRO;Não;2,8
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174244;EXAME QUALITATIVO DE CALCULOS URINARIOS (0174244);FINANCEIRO;Não;3,7
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174353;FENOTIPAGEM DE SISTEMA RH - HR (0174353);FINANCEIRO;Não;10,65
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174582;FOSFORO (NA URINA 24 HORAS) (0174582);FINANCEIRO;Não;2,01
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174046;GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCETO BASE ) (0174046);FINANCEIRO;Não;15,65
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174384;GLICEMIA POS PRANDIAL (0174384);FINANCEIRO;Não;3,63
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174124;HEMATOCRITO (0174124);FINANCEIRO;Não;1,53
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174319;HEMOCULTURA (0174319);FINANCEIRO;Não;11,49
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174125;HEMOGRAMA COMPLETO (0174125);FINANCEIRO;Não;4,11
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174320;IDENTIFICACAO AUTOMATIZADA DE MICROORGANISMOS (0174320);FINANCEIRO;Não;5,63
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174354;IDENTIFICACAO DE ANTICORPOS SERICOS IRREGULARES C/ PAINEL DE HEMA (0174354);FINANCEIRO;Não;10,65
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174220;IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS (0174220);FINANCEIRO;Não;1,65
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174390;IGE POR GRUPO ESPECIFICO - QT.01 (0174390);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174391;IGE POR GRUPO ESPECIFICO - QT.02 (0174391);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174392;IGE POR GRUPO ESPECIFICO - QT.03 (0174392);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174393;IGE POR GRUPO ESPECIFICO - QT.04 (0174393);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174394;IGE POR GRUPO ESPECIFICO - QT.05 (0174394);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174395;IGE POR GRUPO ESPECIFICO - QT.06 (0174395);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174396;IGE POR GRUPO ESPECIFICO - QT.07 (0174396);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174397;IGE POR GRUPO ESPECIFICO - QT.08 (0174397);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174398;IGE POR GRUPO ESPECIFICO - QT.09 (0174398);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174170;IMUNOELETROFORESE DE PROTEINAS (0174170);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174171;IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR) (0174171);FINANCEIRO;Não;80
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174126;LEUCOGRAMA (0174126);FINANCEIRO;Não;2,73
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174583;MAGNÉSIO (NA URINA 24 HORAS) (0174583);FINANCEIRO;Não;2,01
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174336;MIELOGRAMA (0174336);FINANCEIRO;Não;5,79
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174314;PEQUISA DE PNEUMOCYSTI CARINI (0174314);FINANCEIRO;Não;4,33
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174613;PESQ. LABORAT. DE ANTICORP. CONTRA VIRUS HEPATITE C (ANTI HCV)POP.GERAL(EXCETO GESTANTE PARCEIRO (A) (0174613);FINANCEIRO;Não;18,55
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174623;PESQ LABORAT DE ANTÍGENO DE SUPERF DO VÍRUS HEPATITE B (HBSAG) EM PARCEIRO OU PARCERIA DE GESTANTE (0174623);FINANCEIRO;Não;18,55
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174246;PESQUISA DE ALCAPTONA NA URINA (0174246);FINANCEIRO;Não;2,04
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174247;PESQUISA DE AMINOACIDOS NA URINA (0174247);FINANCEIRO;Não;3,7
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174134;PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA (0174134);FINANCEIRO;Não;10
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174135;PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA (0174135);FINANCEIRO;Não;10
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174413;PESQUISA DE ANTICORPOS ANTIADENOVIRUS (0174413);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174414;PESQUISA DE ANTICORPOS ANTIAMEBAS (0174414);FINANCEIRO;Não;10
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174415;PESQUISA DE ANTICORPOS ANTIASPERGILLUS (0174415);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174416;PESQUISA DE ANTICORPOS ANTIBRUCELAS (0174416);FINANCEIRO;Não;3,7
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174417;PESQUISA DE ANTICORPOS ANTICISTICERCO (0174417);FINANCEIRO;Não;5,83
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174376;PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA) (0174376);FINANCEIRO;Não;10
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174141;PESQUISA DE ANTICORPOS ANTICORTEX SUPRARENAL (0174141);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174136;PESQUISA DE ANTICORPOS ANTI-DNA (0174136);FINANCEIRO;Não;8,67
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174418;PESQUISA DE ANTICORPOS ANTIEQUINOCOCOS (0174418);FINANCEIRO;Não;9,25
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174142;PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70) (0174142);FINANCEIRO;Não;10
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174488;PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES ( ELISA ) (0174488);FINANCEIRO;Não;9,7
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174187;PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO) (0174187);FINANCEIRO;Não;2,83
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174143;PESQUISA DE ANTICORPOS ANTIFIGADO (0174143);FINANCEIRO;Não;10
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174144;PESQUISA DE ANTICORPOS ANTIGLOMERULO (0174144);FINANCEIRO;Não;10
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174388;PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI (0174388);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174195;PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT) (0174195);FINANCEIRO;Não;85
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174420;PESQUISA DE ANTICORPOS ANTIILHOTA DE LANGERHANS (0174420);FINANCEIRO;Não;10
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174145;PESQUISA DE ANTICORPOS ANTIINSULINA (0174145);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174421;PESQUISA DE ANTICORPOS ANTILEPTOSPIRAS (0174421);FINANCEIRO;Não;4,1
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174422;PESQUISA DE ANTICORPOS ANTILISTERIA (0174422);FINANCEIRO;Não;5,5
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174146;PESQUISA DE ANTICORPOS ANTIMICROSSOMAS (0174146);FINANCEIRO;Não;
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174147;PESQUISA DE ANTICORPOS ANTIMITOCONDRIA (0174147);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174148;PESQUISA DE ANTICORPOS ANTIMUSCULO ESTRIADO (0174148);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174149;PESQUISA DE ANTICORPOS ANTIMUSCULO LISO (0174149);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174150;PESQUISA DE ANTICORPOS ANTINUCLEO (0174150);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174151;PESQUISA DE ANTICORPOS ANTIPARIETAIS (0174151);FINANCEIRO;Não;17,16
5891388;ANLAB;174000;GRUPO - PROCEDIMENTO LABORATORIAL GERAL;174423;PESQUISA DE ANTICORPOS ANTIPLASMODIOS (0174423);FINANCEIRO;Não;10
